id	name	expansion	weight
58375	Dragon Throne of Tarkir	KTK	9.00
58377	Ghostfire Blade	KTK	9.00
58379	Heart-Piercer Bow	KTK	9.00
58381	Jeskai Banner	KTK	9.00
58383	Lens of Clarity	KTK	9.00
58385	Mardu Banner	KTK	9.00
58387	Sultai Banner	KTK	9.00
58389	Temur Banner	KTK	9.00
58391	Ugin's Nexus	KTK	9.00
58393	Witness of the Ages	KTK	9.00
60783	Virulent Plague	DTK	9.00
61307	Tainted Remedy	ORI	9.00
61359	Fiery Impulse	ORI	9.00
61421	Evolutionary Leap	ORI	9.00
61767	Dispel	BFZ	9.00
62049	Omnath, Locus of Rage	BFZ	9.00
62175	Matter Reshaper	OGW	9.00
62181	Thought-Knot Seer	OGW	9.00
62189	Eldrazi Displacer	OGW	9.00
62415	World Breaker	OGW	9.00
62569	Eerie Interlude	SOI	9.00
63081	The Gitrog Monster	SOI	9.00
63119	Shard of Broken Glass	SOI	9.00
64081	Metalspinner's Puzzleknot	KLD	9.00
64663	Inspiring Statuary	AER	9.00
64979	Faith of the Devoted	AKH	9.00
65061	Flameblade Adept	AKH	9.00
65633	Torment of Scarabs	HOU	9.00
65963	Ashes of the Abhorrent	XLN	9.00
65965	Axis of Mortality	XLN	9.00
65969	Bishop of Rebirth	XLN	9.00
65971	Bishop's Soldier	XLN	9.00
65979	Emissary of Sunrise	XLN	9.00
65981	Encampment Keeper	XLN	9.00
65997	Kinjalli's Sunwing	XLN	9.00
65999	Legion Conquistador	XLN	9.00
66001	Legion's Judgment	XLN	9.00
66009	Mavren Fein, Dusk Apostle	XLN	9.00
66021	Rallying Roar	XLN	9.00
66027	Sanguine Sacrament	XLN	9.00
66031	Sheltering Light	XLN	9.00
66035	Skyblade of the Legion	XLN	9.00
66047	Vampire's Zeal	XLN	9.00
66049	Wakening Sun's Avatar	XLN	9.00
66059	Daring Saboteur	XLN	9.00
66069	Dreamcaller Siren	XLN	9.00
66073	Favorable Winds	XLN	9.00
66079	Herald of Secret Streams	XLN	9.00
66081	Jace, Cunning Castaway	XLN	9.00
66093	Overflowing Insight	XLN	9.00
66095	Perilous Voyage	XLN	9.00
66101	River Sneak	XLN	9.00
66103	River's Rebuke	XLN	9.00
66107	Sailor of Means	XLN	9.00
66113	Shaper Apprentice	XLN	9.00
66123	Siren's Ruse	XLN	9.00
66125	Spell Pierce	XLN	9.00
66131	Storm Fleet Spy	XLN	9.00
66133	Storm Sculptor	XLN	9.00
66137	Watertrap Weaver	XLN	9.00
66147	Bishop of the Bloodstained	XLN	9.00
66151	Bloodcrazed Paladin	XLN	9.00
66153	Boneyard Parley	XLN	9.00
66161	Deadeye Tormentor	XLN	9.00
66163	Deadeye Tracker	XLN	9.00
66165	Deathless Ancient	XLN	9.00
66169	Dire Fleet Hoarder	XLN	9.00
66175	Duress	XLN	9.00
66177	Fathom Fleet Captain	XLN	9.00
66183	Heartless Pillage	XLN	9.00
66189	March of the Drowned	XLN	9.00
66197	Raiders' Wake	XLN	9.00
66201	Ruin Raider	XLN	9.00
66227	Wanted Scoundrels	XLN	9.00
66237	Captain Lannery Storm	XLN	9.00
66239	Captivating Crew	XLN	9.00
66243	Demolish	XLN	9.00
66247	Dual Shot	XLN	9.00
66249	Fathom Fleet Firebrand	XLN	9.00
66255	Firecannon Blast	XLN	9.00
66261	Hijack	XLN	9.00
66263	Lightning Strike	XLN	9.00
66271	Otepec Huntmaster	XLN	9.00
66277	Repeating Barrage	XLN	9.00
66281	Rile	XLN	9.00
66283	Rowdy Crew	XLN	9.00
66295	Sunbird's Invocation	XLN	9.00
66305	Tilonalli's Skinshifter	XLN	9.00
66315	Wily Goblin	XLN	9.00
66319	Atzocan Archer	XLN	9.00
66321	Blinding Fog	XLN	9.00
66333	Crushing Canopy	XLN	9.00
66337	Deeproot Champion	XLN	9.00
66339	Deeproot Warrior	XLN	9.00
66345	Emperor's Vanguard	XLN	9.00
66349	Growing Rites of Itlimoc	XLN	9.00
66353	Ixalli's Diviner	XLN	9.00
66355	Ixalli's Keeper	XLN	9.00
66359	Jungle Delver	XLN	9.00
66365	New Horizons	XLN	9.00
66377	River Heralds' Boon	XLN	9.00
66391	Tishana's Wayfinder	XLN	9.00
66395	Verdant Sun's Avatar	XLN	9.00
66397	Vineshaper Mystic	XLN	9.00
66399	Waker of the Wilds	XLN	9.00
66407	Call to the Feast	XLN	9.00
66413	Gishath, Sun's Avatar	XLN	9.00
66421	Raging Swordtooth	XLN	9.00
66423	Regisaur Alpha	XLN	9.00
66425	Shapers of Nature	XLN	9.00
66427	Sky Terror	XLN	9.00
66429	Tishana, Voice of Thunder	XLN	9.00
66431	Vona, Butcher of Magan	XLN	9.00
66433	Vraska, Relic Seeker	XLN	9.00
66457	Pirate's Cutlass	XLN	9.00
66459	Primal Amulet	XLN	9.00
66465	Sentinel Totem	XLN	9.00
66467	Shadowed Caravel	XLN	9.00
66541	Jace, Ingenious Mind-Mage	XLN	9.00
66629	Everdawn Champion	RIX	9.00
66633	Famished Paladin	RIX	9.00
66639	Legion Conquistador	RIX	9.00
66647	Moment of Triumph	RIX	9.00
66649	Paladin of Atonement	RIX	9.00
66661	Slaughter the Strong	RIX	9.00
66681	Aquatic Incursion	RIX	9.00
66683	Crafty Cutpurse	RIX	9.00
66685	Crashing Tide	RIX	9.00
66689	Deadeye Rig-Hauler	RIX	9.00
66691	Expel from Orazca	RIX	9.00
66695	Hornswoggle	RIX	9.00
66699	Kitesail Corsair	RIX	9.00
66707	Nezahal, Primal Tide	RIX	9.00
66713	Riverwise Augur	RIX	9.00
66715	Sailor of Means	RIX	9.00
66725	Siren Reaver	RIX	9.00
66739	Waterknot	RIX	9.00
66741	Arterial Flow	RIX	9.00
66759	Fathom Fleet Boarder	RIX	9.00
66761	Forerunner of the Coalition	RIX	9.00
66765	Grasping Scoundrel	RIX	9.00
66771	Mastermind's Acquisition	RIX	9.00
66777	Oathsworn Vampire	RIX	9.00
66781	Ravenous Chupacabra	RIX	9.00
66787	Sadistic Skymarcher	RIX	9.00
66791	Tomb Robber	RIX	9.00
66797	Vona's Hunger	RIX	9.00
66799	Voracious Vampire	RIX	9.00
66801	Blood Sun	RIX	9.00
66809	Buccaneer's Bravado	RIX	9.00
66813	Daring Buccaneer	RIX	9.00
66817	Etali, Primal Storm	RIX	9.00
66821	Forerunner of the Empire	RIX	9.00
66831	Needletooth Raptor	RIX	9.00
66835	Pirate's Pillage	RIX	9.00
66841	See Red	RIX	9.00
66843	Shake the Foundations	RIX	9.00
66851	Storm Fleet Swashbuckler	RIX	9.00
66859	Tilonalli's Summoner	RIX	9.00
66869	Crested Herdcaller	RIX	9.00
66883	Hunt the Weak	RIX	9.00
66885	Jade Bearer	RIX	9.00
66891	Jungleborn Pioneer	RIX	9.00
66901	Path of Discovery	RIX	9.00
66905	Polyraptor	RIX	9.00
66909	Swift Warden	RIX	9.00
66915	Thunderherd Migration	RIX	9.00
66917	Wayward Swordtooth	RIX	9.00
66919	World Shaper	RIX	9.00
66925	Azor, the Lawbringer	RIX	9.00
66929	Dire Fleet Neckbreaker	RIX	9.00
66931	Elenda, the Dusk Rose	RIX	9.00
66943	Jungle Creeper	RIX	9.00
66951	Path of Mettle	RIX	9.00
66955	Profane Procession	RIX	9.00
66963	Relentless Raptor	RIX	9.00
66983	Captain's Hook	RIX	9.00
66993	Orazca Relic	RIX	9.00
66995	Silent Gravestone	RIX	9.00
67003	Evolving Wilds	RIX	9.00
67025	Vraska, Scheming Gorgon	RIX	9.00
67033	Angrath, Minotaur Pirate	RIX	9.00
67039	Angrath's Fury	RIX	9.00
67108	Adamant Will	DOM	9.00
67112	Baird, Steward of Argive	DOM	9.00
67114	Benalish Honor Guard	DOM	9.00
67118	Blessed Light	DOM	9.00
67122	Call the Cavalry	DOM	9.00
67124	Charge	DOM	9.00
67128	Danitha Capashen, Paragon	DOM	9.00
67134	Dub	DOM	9.00
67136	Evra, Halcyon Witness	DOM	9.00
67142	Gideon's Reproach	DOM	9.00
67144	Healing Grace	DOM	9.00
67148	Invoke the Divine	DOM	9.00
67152	Knight of New Benalia	DOM	9.00
67154	Kwende, Pride of Femeref	DOM	9.00
67158	Mesa Unicorn	DOM	9.00
67160	On Serra's Wings	DOM	9.00
67180	Triumph of Gerrard	DOM	9.00
67182	Urza's Ruinous Blast	DOM	9.00
67192	Artificer's Assistant	DOM	9.00
67212	In Bolas's Clutches	DOM	9.00
67214	Karn's Temporal Sundering	DOM	9.00
67218	The Mirari Conjecture	DOM	9.00
67220	Naban, Dean of Iteration	DOM	9.00
67222	Naru Meha, Master Wizard	DOM	9.00
67226	Precognition Field	DOM	9.00
67236	Slinn Voda, the Rising Deep	DOM	9.00
67238	Syncopate	DOM	9.00
67242	Tetsuko Umezawa, Fugitive	DOM	9.00
67248	Unwind	DOM	9.00
67256	Zahid, Djinn of the Lamp	DOM	9.00
67268	Chainer's Torment	DOM	9.00
67270	Dark Bargain	DOM	9.00
67276	Demonlord Belzenlok	DOM	9.00
67278	Divest	DOM	9.00
67294	Josu Vess, Lich Knight	DOM	9.00
67300	Lich's Mastery	DOM	9.00
67310	Settle the Score	DOM	9.00
67320	Torgaar, Famine Incarnate	DOM	9.00
67322	Urgoros, the Empty One	DOM	9.00
67326	Whisper, Blood Liturgist	DOM	9.00
67330	Yargle, Glutton of Urborg	DOM	9.00
67332	Yawgmoth's Vile Offering	DOM	9.00
67338	Fervent Strike	DOM	9.00
67348	The First Eruption	DOM	9.00
67352	Frenzied Rage	DOM	9.00
67356	Ghitu Journeymage	DOM	9.00
67360	Goblin Barrage	DOM	9.00
67368	Jaya Ballard	DOM	9.00
67370	Jaya's Immolating Inferno	DOM	9.00
67372	Keldon Overseer	DOM	9.00
67374	Keldon Raider	DOM	9.00
67382	Rampaging Cyclops	DOM	9.00
67396	Squee, the Immortal	DOM	9.00
67404	Warcry Phoenix	DOM	9.00
67412	Ancient Animus	DOM	9.00
67422	Elfhame Druid	DOM	9.00
67428	Gaea's Protector	DOM	9.00
67432	Grow from the Ashes	DOM	9.00
67446	Mammoth Spider	DOM	9.00
67450	The Mending of Dominaria	DOM	9.00
67458	Primordial Wurm	DOM	9.00
67464	Spore Swarm	DOM	9.00
67466	Sporecrown Thallid	DOM	9.00
67470	Sylvan Awakening	DOM	9.00
67474	Thorn Elemental	DOM	9.00
67476	Untamed Kavu	DOM	9.00
67478	Verdant Force	DOM	9.00
67480	Wild Onslaught	DOM	9.00
67482	Yavimaya Sapherd	DOM	9.00
67486	Arvad the Cursed	DOM	9.00
67488	Aryel, Knight of Windgrace	DOM	9.00
67490	Darigaaz Reincarnated	DOM	9.00
67498	Jhoira, Weatherlight Captain	DOM	9.00
67500	Jodah, Archmage Eternal	DOM	9.00
67502	Muldrotha, the Gravetide	DOM	9.00
67508	Raff Capashen, Ship's Mage	DOM	9.00
67510	Rona, Disciple of Gix	DOM	9.00
67512	Shanna, Sisay's Legacy	DOM	9.00
67520	Tiana, Ship's Caretaker	DOM	9.00
67526	Blackblade Reforged	DOM	9.00
67532	Forebear's Blade	DOM	9.00
67534	Gilded Lotus	DOM	9.00
67538	Helm of the Host	DOM	9.00
67542	Icy Manipulator	DOM	9.00
67554	Navigator's Compass	DOM	9.00
67572	Traxos, Scourge of Kroog	DOM	9.00
67578	Weatherlight	DOM	9.00
67648	Niambi, Faithful Healer	DOM	9.00
67654	Chandra, Bold Pyromancer	DOM	9.00
67656	Chandra's Outburst	DOM	9.00
67660	Pyromantic Pilgrim	DOM	9.00
67686	Ajani, Adversary of Tyrants	M19	9.00
67692	Ajani's Welcome	M19	9.00
67696	Cavalry Drillmaster	M19	9.00
67710	Inspired Charge	M19	9.00
67712	Invoke the Divine	M19	9.00
67722	Lena, Selfless Champion	M19	9.00
67732	Make a Stand	M19	9.00
67758	Suncleanser	M19	9.00
67764	Valiant Knight	M19	9.00
67768	Anticipate	M19	9.00
67778	Departed Deckhand	M19	9.00
67780	Disperse	M19	9.00
67804	Mistcaller	M19	9.00
67808	Omenspeaker	M19	9.00
67810	Omniscience	M19	9.00
67814	Patient Rebuilding	M19	9.00
67818	Sai, Master Thopterist	M19	9.00
67824	Sift	M19	9.00
67832	Supreme Phantom	M19	9.00
67838	Tezzeret, Artifice Master	M19	9.00
67842	Totally Lost	M19	9.00
67862	Demon of Catastrophes	M19	9.00
67864	Diregraf Ghoul	M19	9.00
67868	Duress	M19	9.00
67870	Epicure of Blood	M19	9.00
67880	Hired Blade	M19	9.00
67892	Liliana, Untouched by Death	M19	9.00
67894	Liliana's Contract	M19	9.00
67900	Murder	M19	9.00
67902	Nightmare's Thirst	M19	9.00
67926	Two-Headed Zombie	M19	9.00
67930	Vampire Sovereign	M19	9.00
67942	Boggart Brute	M19	9.00
67960	Fiery Finish	M19	9.00
67964	Goblin Instigator	M19	9.00
67966	Goblin Motivator	M19	9.00
67970	Guttersnipe	M19	9.00
67976	Inferno Hellion	M19	9.00
67984	Lightning Strike	M19	9.00
67988	Sarkhan, Fireblood	M19	9.00
67990	Sarkhan's Unsealing	M19	9.00
68000	Spit Flame	M19	9.00
68008	Tormenting Voice	M19	9.00
68010	Trumpet Blast	M19	9.00
68016	Volley Veteran	M19	9.00
68018	Blanchwood Armor	M19	9.00
68026	Colossal Majesty	M19	9.00
68030	Declare Dominance	M19	9.00
68034	Druid of the Cowl	M19	9.00
68040	Elvish Rejuvenator	M19	9.00
68076	Rhox Oracle	M19	9.00
68080	Runic Armasaur	M19	9.00
68084	Talons of Wildwood	M19	9.00
68096	Vivien Reid	M19	9.00
68098	Vivien's Invocation	M19	9.00
68104	Arcades, the Strategist	M19	9.00
68108	Chromium, the Mutable	M19	9.00
68120	Palladia-Mors, the Ruiner	M19	9.00
68122	Poison-Tip Archer	M19	9.00
68126	Regal Bloodlord	M19	9.00
68132	Vaevictis Asmadi, the Dire	M19	9.00
68144	Diamond Mare	M19	9.00
68146	Dragon's Hoard	M19	9.00
68164	Meteor Golem	M19	9.00
68166	Millstone	M19	9.00
68170	Sigiled Sword of Valeron	M19	9.00
68176	Transmogrifying Wand	M19	9.00
68190	Reliquary Tower	M19	9.00
68244	Ajani, Wise Counselor	M19	9.00
68254	Tezzeret, Cruel Machinist	M19	9.00
68280	Sarkhan's Whelp	M19	9.00
68282	Shivan Dragon	M19	9.00
68284	Vivien of the Arkbow	M19	9.00
68292	Vivien's Jaguar	M19	9.00
68304	Waterknot	M19	9.00
68306	Grasping Scoundrel	M19	9.00
68409	Angelic Guardian	G18	9.00
68410	Angler Turtle	G18	9.00
68412	Immortal Phoenix	G18	9.00
68413	Rampaging Brontodon	G18	9.00
68470	Demotion	GRN	9.00
68473	Gird for Battle	GRN	9.00
68487	Sunhome Stalwart	GRN	9.00
68488	Sworn Companions	GRN	9.00
68496	Devious Cover-Up	GRN	9.00
68498	Disdainful Stroke	GRN	9.00
68506	Murmuring Mystic	GRN	9.00
68508	Narcomoeba	GRN	9.00
68513	Radical Idea	GRN	9.00
68518	Vedalken Mesmerist	GRN	9.00
68525	Burglar Rat	GRN	9.00
68527	Creeping Chill	GRN	9.00
68535	Lotleth Giant	GRN	9.00
68556	Cosmotronic Wave	GRN	9.00
68562	Fire Urchin	GRN	9.00
68563	Goblin Banneret	GRN	9.00
68565	Goblin Locksmith	GRN	9.00
68568	Inescapable Blaze	GRN	9.00
68571	Maniacal Rage	GRN	9.00
68573	Ornery Goblin	GRN	9.00
68577	Smelt-Ward Minotaur	GRN	9.00
68581	Wojek Bodyguard	GRN	9.00
68582	Affectionate Indrik	GRN	9.00
68586	Circuitous Route	GRN	9.00
68587	Crushing Canopy	GRN	9.00
68591	Golgari Raiders	GRN	9.00
68593	Hatchery Spider	GRN	9.00
68601	Pause for Reflection	GRN	9.00
68604	Prey Upon	GRN	9.00
68606	Sprouting Renewal	GRN	9.00
68631	Etrata, the Silencer	GRN	9.00
68632	Firemind's Research	GRN	9.00
68634	Glowspore Shaman	GRN	9.00
68639	Hypothesizzle	GRN	9.00
68643	Justice Strike	GRN	9.00
68645	Lazav, the Multifarious	GRN	9.00
68647	Ledev Champion	GRN	9.00
68649	March of the Multitudes	GRN	9.00
68651	Molderhulk	GRN	9.00
68656	Ral, Izzet Viceroy	GRN	9.00
68668	Thousand-Year Storm	GRN	9.00
68669	Trostani Discordant	GRN	9.00
68677	Fresh-Faced Recruit	GRN	9.00
68682	Assure // Assemble	GRN	9.00
68685	Connive // Concoct	GRN	9.00
68709	Status // Statue	GRN	9.00
68712	Boros Locket	GRN	9.00
68718	Golgari Locket	GRN	9.00
68719	Izzet Locket	GRN	9.00
68721	Selesnya Locket	GRN	9.00
68723	Wand of Vertebrae	GRN	9.00
68750	Vraska, Regal Gorgon	GRN	9.00
68751	Kraul Raider	GRN	9.00
68754	Impervious Greatwurm	GRN	9.00
68769	Tactical Advantage	ANA	9.00
68772	Shorecomber Crab	ANA	9.00
68784	Raging Goblin	ANA	9.00
68792	Waterknot	ANA	9.00
68794	Chaos Maw	ANA	9.00
68795	Miasmic Mummy	ANA	9.00
68796	Overflowing Insight	ANA	9.00
68798	Ambition's Cost	ANA	9.00
69110	Inspiring Commander	ANA	9.00
69117	Goblin Gang Leader	ANA	9.00
69130	Angelic Exaltation	RNA	9.00
69132	Arrester's Zeal	RNA	9.00
69133	Bring to Trial	RNA	9.00
69134	Civic Stalwart	RNA	9.00
69135	Concordia Pegasus	RNA	9.00
69136	Expose to Daylight	RNA	9.00
69137	Forbidding Spirit	RNA	9.00
69138	Haazda Officer	RNA	9.00
69141	Justiciar's Portal	RNA	9.00
69142	Knight of Sorrows	RNA	9.00
69143	Lumbering Battlement	RNA	9.00
69144	Ministrant of Obligation	RNA	9.00
69145	Prowling Caracal	RNA	9.00
69146	Rally to Battle	RNA	9.00
69147	Resolute Watchdog	RNA	9.00
69148	Sentinel's Mark	RNA	9.00
69150	Smothering Tithe	RNA	9.00
69151	Spirit of the Spires	RNA	9.00
69152	Summary Judgment	RNA	9.00
69153	Syndicate Messenger	RNA	9.00
69154	Tenth District Veteran	RNA	9.00
69156	Twilight Panther	RNA	9.00
69158	Watchful Giant	RNA	9.00
69159	Arrester's Admonition	RNA	9.00
69161	Chillbringer	RNA	9.00
69163	Code of Constraint	RNA	9.00
69164	Coral Commando	RNA	9.00
69165	Essence Capture	RNA	9.00
69166	Eyes Everywhere	RNA	9.00
69167	Faerie Duelist	RNA	9.00
69168	Gateway Sneak	RNA	9.00
69169	Humongulus	RNA	9.00
69172	Persistent Petitioners	RNA	9.00
69174	Prying Eyes	RNA	9.00
69177	Sage's Row Savant	RNA	9.00
69178	Senate Courier	RNA	9.00
69180	Skatewing Spy	RNA	9.00
69181	Skitter Eel	RNA	9.00
69182	Slimebind	RNA	9.00
69184	Swirling Torrent	RNA	9.00
69185	Thought Collapse	RNA	9.00
69186	Verity Circle	RNA	9.00
69187	Wall of Lost Thoughts	RNA	9.00
69189	Awaken the Erstwhile	RNA	9.00
69191	Blade Juggler	RNA	9.00
69192	Bladebrand	RNA	9.00
69193	Bloodmist Infiltrator	RNA	9.00
69194	Carrion Imp	RNA	9.00
69195	Catacomb Crocodile	RNA	9.00
69196	Clear the Stage	RNA	9.00
69197	Consign to the Pit	RNA	9.00
69199	Dead Revels	RNA	9.00
69200	Debtors' Transport	RNA	9.00
69202	Font of Agonies	RNA	9.00
69203	Grotesque Demise	RNA	9.00
69205	Ill-Gotten Inheritance	RNA	9.00
69206	Noxious Groodion	RNA	9.00
69207	Orzhov Enforcer	RNA	9.00
69208	Orzhov Racketeers	RNA	9.00
69210	Plague Wight	RNA	9.00
69212	Rakdos Trumpeter	RNA	9.00
69214	Spire Mangler	RNA	9.00
69215	Thirsting Shade	RNA	9.00
69216	Undercity Scavenger	RNA	9.00
69217	Undercity's Embrace	RNA	9.00
69220	Amplifire	RNA	9.00
69221	Burn Bright	RNA	9.00
69225	Dagger Caster	RNA	9.00
69226	Deface	RNA	9.00
69227	Electrodominance	RNA	9.00
69228	Feral Maaka	RNA	9.00
69229	Flames of the Raze-Boar	RNA	9.00
69231	Ghor-Clan Wrecker	RNA	9.00
69232	Goblin Gathering	RNA	9.00
69233	Gravel-Hide Goblin	RNA	9.00
69234	Immolation Shaman	RNA	9.00
69236	Mirror March	RNA	9.00
69238	Rubble Reading	RNA	9.00
69239	Rubblebelt Recluse	RNA	9.00
69240	Rumbling Ruin	RNA	9.00
69244	Smelt-Ward Ignus	RNA	9.00
69246	Spikewheel Acrobat	RNA	9.00
69247	Storm Strike	RNA	9.00
69249	Axebane Beast	RNA	9.00
69251	Biogenic Upgrade	RNA	9.00
69253	Enraged Ceratok	RNA	9.00
69257	Gruul Beastmaster	RNA	9.00
69258	Guardian Project	RNA	9.00
69260	Mammoth Spider	RNA	9.00
69262	Rampage of the Clans	RNA	9.00
69263	Rampaging Rendhorn	RNA	9.00
69264	Regenesis	RNA	9.00
69266	Sagittars' Volley	RNA	9.00
69268	Sauroform Hybrid	RNA	9.00
69269	Silhana Wayfinder	RNA	9.00
69270	Steeple Creeper	RNA	9.00
69271	Stony Strength	RNA	9.00
69272	Sylvan Brushstrider	RNA	9.00
69273	Territorial Boar	RNA	9.00
69274	Titanic Brawl	RNA	9.00
69275	Tower Defense	RNA	9.00
69276	Trollbred Guardian	RNA	9.00
69278	Wrecking Beast	RNA	9.00
69280	Aeromunculus	RNA	9.00
69281	Applied Biomancy	RNA	9.00
69282	Azorius Knight-Arbiter	RNA	9.00
69283	Azorius Skyguard	RNA	9.00
69286	Biomancer's Familiar	RNA	9.00
69291	Combine Guildmage	RNA	9.00
69294	Domri, Chaos Bringer	RNA	9.00
69296	Dovin's Acuity	RNA	9.00
69297	Emergency Powers	RNA	9.00
69301	Frenzied Arynx	RNA	9.00
69303	Galloping Lizrog	RNA	9.00
69308	Gyre Engineer	RNA	9.00
69309	Hackrobat	RNA	9.00
69316	Knight of the Last Breath	RNA	9.00
69319	Macabre Mockery	RNA	9.00
69320	Mortify	RNA	9.00
69321	Nikya of the Old Ways	RNA	9.00
69322	Pitiless Pontiff	RNA	9.00
69324	Rafter Demon	RNA	9.00
69325	Rakdos Firewheeler	RNA	9.00
69327	Rakdos, the Showstopper	RNA	9.00
69332	Senate Guildmage	RNA	9.00
69334	Sharktocrab	RNA	9.00
69335	Simic Ascendancy	RNA	9.00
69336	Sphinx of New Prahv	RNA	9.00
69337	Sphinx's Insight	RNA	9.00
69339	Syndicate Guildmage	RNA	9.00
69343	Zhur-Taa Goblin	RNA	9.00
69345	Rubble Slinger	RNA	9.00
69346	Scuttlegator	RNA	9.00
69347	Senate Griffin	RNA	9.00
69348	Vizkopa Vampire	RNA	9.00
69364	Incubation // Incongruity	RNA	9.00
69379	Azorius Locket	RNA	9.00
69381	Glass of the Guildpact	RNA	9.00
69382	Gruul Locket	RNA	9.00
69383	Junktroller	RNA	9.00
69384	Orzhov Locket	RNA	9.00
69385	Rakdos Locket	RNA	9.00
69387	Screaming Shield	RNA	9.00
69388	Simic Locket	RNA	9.00
69389	Sphinx of the Guildpact	RNA	9.00
69390	Tome of the Guildpact	RNA	9.00
69413	Dovin, Architect of Law	RNA	9.00
69414	Elite Arrester	RNA	9.00
69415	Dovin's Dismissal	RNA	9.00
69416	Dovin's Automaton	RNA	9.00
69417	Domri, City Smasher	RNA	9.00
69418	Ragefire	RNA	9.00
69419	Charging War Boar	RNA	9.00
69420	Domri's Nodorog	RNA	9.00
69421	The Haunt of Hightower	RNA	9.00
69441	Ancient Crab	ANA	9.00
69449	Ral, Izzet Viceroy	GRN	9.00
69452	Karn, the Great Creator	WAR	9.00
69454	Ugin's Conjurant	WAR	9.00
69456	Battlefield Promotion	WAR	9.00
69457	Bond of Discipline	WAR	9.00
69458	Bulwark Giant	WAR	9.00
69459	Charmed Stray	WAR	9.00
69461	Divine Arrow	WAR	9.00
69462	Enforcer Griffin	WAR	9.00
69464	Gideon Blackblade	WAR	9.00
69465	Gideon's Sacrifice	WAR	9.00
69467	God-Eternal Oketra	WAR	9.00
69469	Ignite the Beacon	WAR	9.00
69470	Ironclad Krovod	WAR	9.00
69472	Loxodon Sergeant	WAR	9.00
69473	Makeshift Battalion	WAR	9.00
69474	Martyr for the Cause	WAR	9.00
69476	Pouncing Lynx	WAR	9.00
69479	Ravnica at War	WAR	9.00
69480	Rising Populace	WAR	9.00
69483	Teyo, the Shieldmage	WAR	9.00
69484	Teyo's Lightshield	WAR	9.00
69486	Topple the Statue	WAR	9.00
69487	Trusted Pegasus	WAR	9.00
69488	The Wanderer	WAR	9.00
69489	Wanderer's Strike	WAR	9.00
69490	War Screecher	WAR	9.00
69491	Ashiok's Skulker	WAR	9.00
69492	Augur of Bolas	WAR	9.00
69493	Aven Eternal	WAR	9.00
69495	Callous Dismissal	WAR	9.00
69497	Contentious Plan	WAR	9.00
69498	Crush Dissent	WAR	9.00
69499	Erratic Visionary	WAR	9.00
69500	Eternal Skylord	WAR	9.00
69501	Fblthp, the Lost	WAR	9.00
69503	Flux Channeler	WAR	9.00
69504	God-Eternal Kefnet	WAR	9.00
69505	Jace, Wielder of Mysteries	WAR	9.00
69508	Kasmina's Transmutation	WAR	9.00
69509	Kiora's Dambreaker	WAR	9.00
69510	Lazotep Plating	WAR	9.00
69511	Naga Eternal	WAR	9.00
69514	No Escape	WAR	9.00
69515	Relentless Advance	WAR	9.00
69516	Rescuer Sphinx	WAR	9.00
69517	Silent Submersible	WAR	9.00
69519	Spark Double	WAR	9.00
69520	Spellkeeper Weird	WAR	9.00
69521	Stealth Mission	WAR	9.00
69522	Tamiyo's Epiphany	WAR	9.00
69523	Teferi's Time Twist	WAR	9.00
69524	Thunder Drake	WAR	9.00
69525	Totally Lost	WAR	9.00
69526	Wall of Runes	WAR	9.00
69527	Aid the Fallen	WAR	9.00
69528	Banehound	WAR	9.00
69531	Bond of Revival	WAR	9.00
69532	Charity Extractor	WAR	9.00
69534	Davriel, Rogue Shadowmage	WAR	9.00
69535	Davriel's Shadowfugue	WAR	9.00
69538	Dreadmalkin	WAR	9.00
69539	Duskmantle Operative	WAR	9.00
69540	The Elderspell	WAR	9.00
69543	God-Eternal Bontu	WAR	9.00
69544	Herald of the Dreadhorde	WAR	9.00
69545	Kaya's Ghostform	WAR	9.00
69546	Lazotep Behemoth	WAR	9.00
69548	Liliana, Dreadhorde General	WAR	9.00
69551	Ob Nixilis, the Hate-Twisted	WAR	9.00
69553	Price of Betrayal	WAR	9.00
69554	Shriekdiver	WAR	9.00
69556	Spark Harvest	WAR	9.00
69557	Spark Reaper	WAR	9.00
69558	Tithebearer Giant	WAR	9.00
69559	Toll of the Invasion	WAR	9.00
69561	Vampire Opportunist	WAR	9.00
69562	Vizier of the Scorpion	WAR	9.00
69563	Vraska's Finisher	WAR	9.00
69564	Ahn-Crop Invader	WAR	9.00
69565	Blindblast	WAR	9.00
69567	Bond of Passion	WAR	9.00
69568	Burning Prophet	WAR	9.00
69569	Chainwhip Cyclops	WAR	9.00
69570	Chandra, Fire Artisan	WAR	9.00
69571	Chandra's Pyrohelix	WAR	9.00
69573	Cyclops Electromancer	WAR	9.00
69574	Demolish	WAR	9.00
69575	Devouring Hellion	WAR	9.00
69577	Dreadhorde Twins	WAR	9.00
69579	Goblin Assailant	WAR	9.00
69580	Goblin Assault Team	WAR	9.00
69583	Honor the God-Pharaoh	WAR	9.00
69584	Ilharg, the Raze-Boar	WAR	9.00
69585	Invading Manticore	WAR	9.00
69586	Jaya, Venerated Firemage	WAR	9.00
69590	Nahiri's Stoneblades	WAR	9.00
69591	Neheb, Dreadhorde Champion	WAR	9.00
69592	Raging Kronch	WAR	9.00
69594	Sarkhan the Masterless	WAR	9.00
69595	Sarkhan's Catharsis	WAR	9.00
69596	Spellgorger Weird	WAR	9.00
